reference_num,Ligand1,Ligand2,Lable,Lable1,Lable2,Rank1,Rank2,Rank,Ligand1_num,Ligand2_num
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6j.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-0.38065237377787664,6.705533773838407,7.086186147616283,0,24,24,lig_6j,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11c.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.1356626020000729,8.221848749616356,7.086186147616283,1,24,24,lig_11c,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11o.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.7998705000768798,7.886056647693163,7.086186147616283,2,24,24,lig_11o,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11e.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.6127838567197355,8.698970004336019,7.086186147616283,3,24,24,lig_11e,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_10d.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.6127838567197355,8.698970004336019,7.086186147616283,4,24,24,lig_10d,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_8b.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.214843848047698,8.301029995663981,7.086186147616283,5,24,24,lig_8b,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_8g.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.1356626020000729,8.221848749616356,7.086186147616283,6,24,24,lig_8g,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6c.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-0.7451509902807185,6.341035157335565,7.086186147616283,7,24,24,lig_6c,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11f.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.436692597664054,8.522878745280337,7.086186147616283,8,24,24,lig_11f,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_7c.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-0.11556992530149302,6.97061622231479,7.086186147616283,9,24,24,lig_7c,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_10a.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.2803453968041305,7.366531544420414,7.086186147616283,10,24,24,lig_10a,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_7g.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-0.5926911800211556,6.493494967595128,7.086186147616283,11,24,24,lig_7g,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11d.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.214843848047698,8.301029995663981,7.086186147616283,12,24,24,lig_11d,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11l.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-1.3510039706258201,5.735182176990463,7.086186147616283,13,24,24,lig_11l,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6i.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-0.025705400234901532,7.060480747381382,7.086186147616283,14,24,24,lig_6i,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11n.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.36974580803344104,7.455931955649724,7.086186147616283,15,24,24,lig_11n,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6l.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-0.08618614761628329,7.0,7.086186147616283,16,24,24,lig_6l,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_9a.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-0.2820858000255173,6.804100347590766,7.086186147616283,17,24,24,lig_9a,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11h.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.9138138523837167,9.0,7.086186147616283,18,24,24,lig_11h,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6k.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-1.1248063095659857,5.961379838050298,7.086186147616283,19,24,24,lig_6k,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_7a.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.4666558210414973,7.552841968657781,7.086186147616283,20,24,24,lig_7a,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_9b.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.8346326063360916,7.920818753952375,7.086186147616283,22,24,24,lig_9b,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_7b.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.4514158544847602,7.5376020021010435,7.086186147616283,23,24,24,lig_7b,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6d.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.1734511628894726,7.259637310505756,7.086186147616283,25,24,25,lig_6d,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11g.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.436692597664054,8.522878745280337,7.086186147616283,26,24,26,lig_11g,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_10b.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.436692597664054,8.522878745280337,7.086186147616283,27,24,27,lig_10b,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_8d.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.010723865391773,8.096910013008056,7.086186147616283,28,24,28,lig_8d,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11a.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.4514158544847602,7.5376020021010435,7.086186147616283,29,24,29,lig_11a,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11j.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.214843848047698,8.301029995663981,7.086186147616283,30,24,30,lig_11j,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6f.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-0.23847449199934,6.847711655616943,7.086186147616283,31,24,31,lig_6f,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11m.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.9138138523837167,9.0,7.086186147616283,32,24,32,lig_11m,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6h.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,-0.31918225800843736,6.767003889607846,7.086186147616283,33,24,33,lig_6h,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_8c.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.436692597664054,8.522878745280337,7.086186147616283,34,24,34,lig_8c,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6g.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.2325726150081291,7.318758762624412,7.086186147616283,35,24,35,lig_6g,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_11b.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,0.7998705000768798,7.886056647693163,7.086186147616283,36,24,36,lig_11b,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_8a.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.0687158123694598,8.154901959985743,7.086186147616283,37,24,37,lig_8a,lig_6a
1,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_8f.pkl,/home/yujie/leadopt/data/selection_graph/sEH/sEH_lig_6a.pkl,1.1356626020000729,8.221848749616356,7.086186147616283,38,24,38,lig_8f,lig_6a
